time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(),height_above_ground_at_drone_location(),ground_elevation_at_drone_location(),altitude_above_seaLevel(),speed(),distance(),satellites,gpslevel,voltage(v),max_altitude(),max_ascent(),max_speed(),max_distance(), xSpeed(), ySpeed(), zSpeed(), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(),altitude(),ascent(),flycStateRaw,flycState,message
356700,2019-04-25 12:39:20,43.5244786261305,40.0054115072621,0,Available with any HD 360 subscription,Available with any HD 360 subscription,338.4976196,0,0,13,4,0,338.4976196,0,0,0,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,Your aircraft is flying in an Altitude Zone (150 m). Please fly with caution.
356800,2019-04-25 12:39:20,43.5244786176247,40.0054115414978,0,,,338.4976196,0,0.0029181,13,4,0,338.4976196,0,0,0.0029181,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
356900,2019-04-25 12:39:20,43.5244786260176,40.0054115204236,0,,,338.4976196,0,0.00106133,13,4,16.248,338.4976196,0,0,0.0029181,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357000,2019-04-25 12:39:20,43.5244784733658,40.0054115537289,0,,,338.4976196,0,0.0173966,13,4,16.248,338.4976196,0,0,0.0173966,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357100,2019-04-25 12:39:20,43.5244784655804,40.0054115374986,0,,,338.4976196,0,0.0180199,13,4,16.248,338.4976196,0,0,0.0180199,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,Setting new Return-To-Home altitude to 35m (115 ft). Setting new Maximum Flight Altitude to 500m (1640 ft)
357200,2019-04-25 12:39:20,43.5244784770012,40.0054115640873,0,,,338.4976196,0,0.867627,13,4,16.248,338.4976196,0,0,0.867627,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357300,2019-04-25 12:39:20,43.5244784717038,40.0054115507162,0,,,338.4976196,0,0.866647,13,4,16.248,338.4976196,0,0,0.867627,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357400,2019-04-25 12:39:20,43.5244784810235,40.0054115742331,0,,,338.4976196,0,0.868371,13,4,16.248,338.4976196,0,0,0.868371,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357500,2019-04-25 12:39:20,43.5244784771156,40.0054115645422,0,,,338.4976196,0,0.867654,13,4,16.248,338.4976196,0,0,0.868371,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357600,2019-04-25 12:39:20,43.5244784837582,40.0054115842017,0,,,338.4976196,0,0.868979,13,4,16.248,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357700,2019-04-25 12:39:21,43.5244784802716,40.0054115768855,0,,,338.4976196,0,0.868383,13,4,16.248,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357800,2019-04-25 12:39:21,43.5244784855455,40.0054114455485,0,,,338.4976196,0,0.864613,12,4,16.248,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.069,4.06,4.059,4.06,0,0,0,,338.4976196,0,41,Motors_Started,
357900,2019-04-25 12:39:21,43.5244784831726,40.0054114255317,0,,,338.4976196,0,0.863725,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358000,2019-04-25 12:39:21,43.5244783442394,40.0054114564268,0,,,338.4976196,0,0.850602,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358100,2019-04-25 12:39:21,43.5244783290043,40.0054114403649,0,,,338.4976196,0,0.848526,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.4, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358200,2019-04-25 12:39:21,43.5244783546268,40.0054114677275,0,,,338.4976196,0,0.852029,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.3, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358300,2019-04-25 12:39:21,43.5244783427672,40.0054114560488,0,,,338.4976196,0,0.85044,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.3, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358400,2019-04-25 12:39:21,43.5244782200728,40.005411479802,0,,,338.4976196,0,0.838805,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.3, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358500,2019-04-25 12:39:21,43.524478196774,40.0054114710179,0,,,338.4976196,0,0.836154,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 3.1, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358600,2019-04-25 12:39:21,43.5244780941869,40.005411480443,0,,,338.4976196,0,0.826123,12,4,16.153,338.4976196,0,0,0.868979,0,0,0,0, 1, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358700,2019-04-25 12:39:21,43.5244780837327,40.0054114579302,0,,,338.4976196,0,0.824302,12,4,16.153,338.4976196,0,0,0.868979,0,0,-0.1,0.1, -3.1, -0.5,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358800,2019-04-25 12:39:22,43.5244781948682,40.0054112930546,0,,,338.4976196,0,0.830073,12,4,16.153,338.4976196,0,0,0.868979,0,0,-0.2,0.4, -4, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
358900,2019-04-25 12:39:22,43.5244782819799,40.0054112323098,0,,,338.4976196,0.1,0.837004,12,4,16.153,338.4976196,0,0.1,0.868979,0.1,0,-0.3,0.2, -1.9, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.05,4.038,4.033,4.032,0,0,0,,338.4976196,0,11,AutoTakeoff,
359000,2019-04-25 12:39:22,43.5244782822355,40.0054112531508,0,,,338.4976196,0.1,0.837694,12,4,16.176,338.4976196,0,0.1,0.868979,0.1,0,-0.3,0.1, 0.3, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.4976196,0,11,AutoTakeoff,
359100,2019-04-25 12:39:22,43.5244783945743,40.0054112077207,0.1,,,338.5976196,0.1,0.847758,12,4,16.176,338.5976196,0.1,0.1,0.868979,0.1,0,-0.3,0.3, 1.9, -0.3,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.5976196,0.1,11,AutoTakeoff,
359200,2019-04-25 12:39:22,43.52447850516,40.0054110003066,0.1,,,338.5976196,0.1,0.852871,12,4,16.176,338.5976196,0.1,0.1,0.868979,0.1,0,-0.3,0.3, 2.1, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.5976196,0.1,11,AutoTakeoff,
359300,2019-04-25 12:39:22,43.5244785883298,40.0054109330106,0.2,,,338.6976196,0.1,0.859545,12,4,16.176,338.6976196,0.2,0.1,0.868979,0.1,0,-0.4,0.1, 2.1, 1.1,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.6976196,0.2,11,AutoTakeoff,
359400,2019-04-25 12:39:22,43.5244787785048,40.0054110861899,0.2,,,338.6976196,0.1,0.883712,12,4,16.176,338.6976196,0.2,0.1,0.883712,0.1,0,-0.4,0.3, 2.1, 0.9,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.6976196,0.2,11,AutoTakeoff,
359500,2019-04-25 12:39:22,43.5244788452642,40.0054111199915,0.2,,,338.6976196,0.1,0.89162,12,4,16.176,338.6976196,0.2,0.1,0.89162,0.1,0,-0.4,0.4, 2, 0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.6976196,0.2,11,AutoTakeoff,
359600,2019-04-25 12:39:22,43.5244788852987,40.0054111699701,0.3,,,338.7976196,0,0.897226,12,4,16.176,338.7976196,0.3,0.1,0.897226,0,0,-0.4,0.3, 1.6, -1.3,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.7976196,0.3,11,AutoTakeoff,
359700,2019-04-25 12:39:22,43.5244789304899,40.0054112036417,0.3,,,338.7976196,0,0.902894,12,4,16.176,338.7976196,0.3,0.1,0.902894,0,0,-0.4,0.1, 1.7, -1.4,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.7976196,0.3,11,AutoTakeoff,
359800,2019-04-25 12:39:23,43.5244791969767,40.0054114715643,0.4,,,338.8976196,0,0.938394,12,4,16.176,338.8976196,0.4,0.1,0.938394,0,0,-0.4,0.1, 2, -1,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.8976196,0.4,11,AutoTakeoff,
359900,2019-04-25 12:39:23,43.5244792649768,40.0054114774184,0.4,,,338.8976196,0,0.945592,12,4,16.176,338.8976196,0.4,0.1,0.945592,0,0,-0.5,0.1, 2.2, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.046,4.035,4.048,4.047,0,0,0,,338.8976196,0.4,11,AutoTakeoff,
360000,2019-04-25 12:39:23,43.5244794299537,40.0054115860448,0.5,,,338.9976196,0.1,0.965877,12,4,16.033,338.9976196,0.5,0.1,0.965877,0.1,0,-0.5,0.1, 2.6, 0.2,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,338.9976196,0.5,11,AutoTakeoff,
360100,2019-04-25 12:39:23,43.5244795153255,40.0054116031405,0.5,,,338.9976196,0.1,0.975208,12,4,16.033,338.9976196,0.5,0.1,0.975208,0.1,0,-0.5,0.2, 2.8, 0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,338.9976196,0.5,11,AutoTakeoff,
360200,2019-04-25 12:39:23,43.5244793870879,40.0054113879317,0.6,,,339.0976196,0,0.955613,12,4,16.033,339.0976196,0.6,0.1,0.975208,0,0,-0.5,0.2, 3.1, 0.5,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.0976196,0.6,11,AutoTakeoff,
360300,2019-04-25 12:39:23,43.524479448423,40.0054114017666,0.6,,,339.0976196,0,0.962382,12,4,16.033,339.0976196,0.6,0.1,0.975208,0,0,-0.5,0.2, 3.2, 0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.0976196,0.6,11,AutoTakeoff,
360400,2019-04-25 12:39:23,43.5244800388454,40.0054114427101,0.7,,,339.1976196,0,1.0251,12,4,16.033,339.1976196,0.7,0.1,1.0251,0,0,-0.5,0.1, 3.2, 0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.1976196,0.7,11,AutoTakeoff,
360500,2019-04-25 12:39:23,43.5244801382675,40.0054114838988,0.8,,,339.2976196,0,1.03663,12,4,16.033,339.2976196,0.8,0.1,1.03663,0,0,-0.5,0.1, 3.3, -0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.2976196,0.8,11,AutoTakeoff,
360600,2019-04-25 12:39:23,43.5244800593199,40.0054115134234,0.8,,,339.2976196,0,1.02918,13,4,16.033,339.2976196,0.8,0.1,1.03663,0,0,-0.5,0.1, 3.4, -0.5,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.2976196,0.8,11,AutoTakeoff,
360700,2019-04-25 12:39:24,43.5244801272182,40.0054115563252,0.9,,,339.3976196,0,1.03746,13,4,16.033,339.3976196,0.9,0.1,1.03746,0,0,-0.5,0.1, 3.6, -0.2,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.3976196,0.9,11,AutoTakeoff,
360800,2019-04-25 12:39:24,43.5244800705736,40.0054116424742,0.9,,,339.3976196,0,1.03396,14,4,16.033,339.3976196,0.9,0.1,1.03746,0,0,-0.5,0, 3.5, 0,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.3976196,0.9,11,AutoTakeoff,
360900,2019-04-25 12:39:24,43.5244800982799,40.0054116771265,1,,,339.4976196,0,1.03783,14,4,16.033,339.4976196,1,0.1,1.03783,0,0,-0.5,0.1, 3.2, -0.1,0,0,1024,1024,1024,1024,345.8,0,71,4.021,4.005,4.004,4.003,0,0,0,,339.4976196,1,11,AutoTakeoff,
361000,2019-04-25 12:39:24,43.524480217041,40.0054117128449,1,,,339.4976196,0,1.0512,12,4,16.025,339.4976196,1,0.1,1.0512,0,0,-0.5,0.2, 2.9, -0.5,0,0,1024,1024,1024,1024,345.8,0,71,4.018,4.002,4.002,4.003,0,0,0,,339.4976196,1,11,AutoTakeoff,
361100,2019-04-25 12:39:24,43.5244802338057,40.0054117406801,1.1,,,339.5976196,0,1.05374,12,4,16.025,339.5976196,1.1,0.1,1.05374,0,0,-0.4,0.2, 1, -0.3,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.5976196,1.1,14,Waypoint,
361200,2019-04-25 12:39:24,43.5244804229248,40.0054119439562,1.1,,,339.5976196,0,1.07922,13,4,16.025,339.5976196,1.1,0.1,1.07922,0,0,-0.4,0.3, 0.6, 0,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.5976196,1.1,14,Waypoint,
361300,2019-04-25 12:39:24,43.5244804893114,40.0054119731855,1.1,,,339.5976196,0,1.08696,13,4,16.025,339.5976196,1.1,0.1,1.08696,0,0,-0.4,0.2, 1.2, 0.5,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.5976196,1.1,14,Waypoint,
361400,2019-04-25 12:39:24,43.5244804671696,40.0054118863216,1.2,,,339.6976196,0,1.08216,14,4,16.025,339.6976196,1.2,0.1,1.08696,0,0,-0.4,0.2, 2.1, 0,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.6976196,1.2,14,Waypoint,
361500,2019-04-25 12:39:24,43.5244805554014,40.0054119501293,1.2,,,339.6976196,0,1.09316,14,4,16.025,339.6976196,1.2,0.1,1.09316,0,0,-0.4,0.3, 2.4, -0.4,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.6976196,1.2,14,Waypoint,
361600,2019-04-25 12:39:24,43.5244805020868,40.0054118063634,1.3,,,339.7976196,0,1.08354,13,4,16.025,339.7976196,1.3,0.1,1.09316,0,0,-0.4,0.3, 2.5, -0.5,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.7976196,1.3,14,Waypoint,
361700,2019-04-25 12:39:24,43.52448057627,40.0054118374121,1.3,,,339.7976196,0,1.09215,13,4,16.025,339.7976196,1.3,0.1,1.09316,0,0,-0.5,0.3, 2.5, -0.3,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.7976196,1.3,14,Waypoint,
361800,2019-04-25 12:39:25,43.5244807358646,40.0054117726652,1.4,,,339.8976196,0,1.10704,13,4,16.025,339.8976196,1.4,0.1,1.10704,0,0,-0.6,0.3, 2.2, -0.1,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.8976196,1.4,14,Waypoint,
361900,2019-04-25 12:39:25,43.5244808091365,40.0054117916247,1.5,,,339.9976196,0,1.11523,13,4,16.025,339.9976196,1.5,0.1,1.11523,0,0,-0.9,0.3, 2, 0,0,0,1024,1024,1024,1024,345.8,0,70,4.018,4.002,4.002,4.003,0,0,0,,339.9976196,1.5,14,Waypoint,
362000,2019-04-25 12:39:25,43.5244806517685,40.0054121614127,1.6,,,340.0976196,0,1.10929,14,4,15.968,340.0976196,1.6,0.1,1.11523,0,0,-1.2,0.4, 1.7, -0.2,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,340.0976196,1.6,14,Waypoint,
362100,2019-04-25 12:39:25,43.5244807013203,40.0054122052655,1.7,,,340.1976196,0,1.11571,14,4,15.968,340.1976196,1.7,0.1,1.11571,0,0,-1.6,0.3, 2, -0.4,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,340.1976196,1.7,14,Waypoint,
362200,2019-04-25 12:39:25,43.5244805839143,40.0054120968429,1.9,,,340.3976196,0,1.10037,14,4,15.968,340.3976196,1.9,0.1,1.11571,0,0,-1.9,0.2, 2.4, -0.1,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,340.3976196,1.9,14,Waypoint,
362300,2019-04-25 12:39:25,43.5244806104189,40.0054121151969,2.1,,,340.5976196,0,1.10365,14,4,15.968,340.5976196,2.1,0.1,1.11571,0,0,-2.2,0.1, 2.2, -0.4,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,340.5976196,2.1,14,Waypoint,
362400,2019-04-25 12:39:25,43.5244805391151,40.0054121624907,2.4,,,340.8976196,0,1.09767,14,4,15.968,340.8976196,2.4,0.1,1.11571,0,0,-2.6,0, 2.7, -0.2,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,340.8976196,2.4,14,Waypoint,
362500,2019-04-25 12:39:25,43.5244805484154,40.0054121723766,2.6,,,341.0976196,0,1.09892,14,4,15.968,341.0976196,2.6,0.1,1.11571,0,0,-2.8,359.8, 3.5, 0.7,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,341.0976196,2.6,14,Waypoint,
362600,2019-04-25 12:39:25,43.5244808892841,40.0054121418507,2.9,,,341.3976196,0,1.13336,13,4,15.968,341.3976196,2.9,0.1,1.13336,0,0,-3,0, 2.6, 0.5,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,341.3976196,2.9,14,Waypoint,
362700,2019-04-25 12:39:26,43.5244808635101,40.0054122093091,3.3,,,341.7976196,0,1.13263,13,4,15.968,341.7976196,3.3,0.1,1.13336,0,0,-3.2,0, 2.1, 0.1,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,341.7976196,3.3,14,Waypoint,
362800,2019-04-25 12:39:26,43.524480691454,40.0054119978426,3.6,,,342.0976196,0,1.10867,13,4,15.968,342.0976196,3.6,0.1,1.13336,0,0,-3.2,0, 1.9, -0.2,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,342.0976196,3.6,14,Waypoint,
362900,2019-04-25 12:39:26,43.5244806200366,40.00541207454,3.9,,,342.3976196,0,1.10346,13,4,15.968,342.3976196,3.9,0.1,1.13336,0,0,-3.2,0, 1.2, -0.8,0,0,1024,1024,1024,1024,345.8,0,70,3.998,3.987,3.991,3.992,0,0,0,,342.3976196,3.9,14,Waypoint,
363000,2019-04-25 12:39:26,43.5244807310536,40.0054123961156,4.2,,,342.6976196,0,1.1245,14,4,15.87,342.6976196,4.2,0.1,1.13336,0,0,-3.2,0, 0.2, -1.3,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,342.6976196,4.2,14,Waypoint,
363100,2019-04-25 12:39:26,43.5244806767897,40.0054125038913,4.6,,,343.0976196,0,1.12223,14,4,15.87,343.0976196,4.6,0.1,1.13336,0,0,-3.2,359.8, -0.1, -1.2,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,343.0976196,4.6,14,Waypoint,
363200,2019-04-25 12:39:26,43.5244804948593,40.0054129428449,4.9,,,343.3976196,0,1.11793,14,4,15.87,343.3976196,4.9,0.1,1.13336,0,0,-3.2,0, 0, -1.8,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,343.3976196,4.9,14,Waypoint,
363300,2019-04-25 12:39:26,43.524480485798,40.0054130932299,5.2,,,343.6976196,0,1.12214,14,4,15.87,343.6976196,5.2,0.1,1.13336,0,0,-3.1,0, 0.5, -2.2,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,343.6976196,5.2,14,Waypoint,
363400,2019-04-25 12:39:26,43.5244801381478,40.005413282367,5.6,,,344.0976196,0,1.09414,14,4,15.87,344.0976196,5.6,0.1,1.13336,0,0,-3.1,0.1, 1, -2.6,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,344.0976196,5.6,14,Waypoint,
363500,2019-04-25 12:39:26,43.5244801458223,40.0054134294113,5.9,,,344.3976196,0,1.10031,14,4,15.87,344.3976196,5.9,0.1,1.13336,0,0,-3,0, 1.1, -2.7,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,344.3976196,5.9,14,Waypoint,
363600,2019-04-25 12:39:26,43.5244802110803,40.0054132729211,6.2,,,344.6976196,0,1.10103,13,4,15.87,344.6976196,6.2,0.1,1.13336,0,0,-3,0.1, 1.8, -2.7,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,344.6976196,6.2,14,Waypoint,
363700,2019-04-25 12:39:27,43.5244802610317,40.0054133616782,6.5,,,344.9976196,0,1.10922,13,4,15.87,344.9976196,6.5,0.1,1.13336,0,0,-3,0.1, 2.4, -2.5,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,344.9976196,6.5,14,Waypoint,
363800,2019-04-25 12:39:27,43.524480175387,40.0054132186566,6.8,,,345.2976196,0,1.09552,14,4,15.87,345.2976196,6.8,0.1,1.13336,0,0,-3,0.2, 2.7, -2.4,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,345.2976196,6.8,14,Waypoint,
363900,2019-04-25 12:39:27,43.5244802147725,40.0054132533827,7.1,,,345.5976196,0,1.10069,14,4,15.87,345.5976196,7.1,0.1,1.13336,0,0,-3,0.2, 2.7, -2.3,0,0,1024,1024,1024,1024,345.8,0,70,3.986,3.962,3.963,3.959,0,0,0,,345.5976196,7.1,14,Waypoint,
364000,2019-04-25 12:39:27,43.5244803188918,40.0054134737042,7.4,,,345.8976196,0,1.11905,14,4,15.947,345.8976196,7.4,0.1,1.13336,0,0,-3,0.2, 2.7, -1.9,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,345.8976196,7.4,14,Waypoint,
364100,2019-04-25 12:39:27,43.5244803590688,40.0054135063125,7.7,,,346.1976196,0,1.12423,14,4,15.947,346.1976196,7.7,0.1,1.13336,0,0,-3,0.2, 2.7, -1.9,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,346.1976196,7.7,14,Waypoint,
364200,2019-04-25 12:39:27,43.5244807027498,40.0054133537063,8,,,346.4976196,0,1.15297,14,4,15.947,346.4976196,8,0.1,1.15297,0,0,-3,0.2, 2.9, -1.9,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,346.4976196,8,14,Waypoint,
364300,2019-04-25 12:39:27,43.5244807710864,40.0054133643099,8.3,,,346.7976196,0,1.16018,14,4,15.947,346.7976196,8.3,0.1,1.16018,0,0,-3,0.1, 3.3, -1.8,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,346.7976196,8.3,14,Waypoint,
364400,2019-04-25 12:39:27,43.5244806338002,40.0054136087273,8.6,,,347.0976196,0,1.1552,14,4,15.947,347.0976196,8.6,0.1,1.16018,0,0,-3,0.2, 3.3, -1.8,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,347.0976196,8.6,14,Waypoint,
364500,2019-04-25 12:39:27,43.5244806705005,40.0054136496413,8.9,,,347.3976196,0,1.16033,14,4,15.947,347.3976196,8.9,0.1,1.16033,0,0,-3,0.1, 3, -2.2,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,347.3976196,8.9,14,Waypoint,
364600,2019-04-25 12:39:27,43.5244808465886,40.0054137532907,9.2,,,347.6976196,0,1.18158,14,4,15.947,347.6976196,9.2,0.1,1.18158,0,0,-3,0.1, 3.2, -2.1,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,347.6976196,9.2,14,Waypoint,
364700,2019-04-25 12:39:27,43.524480894369,40.0054138327794,9.5,,,347.9976196,0,1.18921,14,4,15.947,347.9976196,9.5,0.1,1.18921,0,0,-3,0, 3.4, -2.4,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,347.9976196,9.5,14,Waypoint,
364800,2019-04-25 12:39:28,43.5244810722956,40.0054139547237,9.8,,,348.2976196,0,1.21131,14,4,15.947,348.2976196,9.8,0.1,1.21131,0,0,-3,0.1, 3.5, -2.8,0,0,1024,1024,1024,1024,345.8,0,70,4.001,3.982,3.983,3.981,0,0,0,,348.2976196,9.8,14,Waypoint,
